DATE,USRECQ,UNEMP,PPI,GDP,STOCKS,TREASURY
2020-10-01,0,6.766666667,2.14482,1.60224,8.43589,0.771612903
2021-01-01,0,6.2,5.89619,2.80651,10.53875,1.284754098
2021-04-01,0,5.933333333,6.5514,3.28533,7.53339,1.565625
2021-07-01,0,5.133333333,4.35358,2.18461,5.1499,1.27515625
2021-10-01,0,4.2,3.44493,3.39145,3.71596,1.479193548
2022-01-01,0,3.8,4.69418,1.60728,-4.08296,1.641774194
2022-04-01,0,3.6,7.86232,2.0533,-8.52256,1.828870968
2022-07-01,0,3.566666667,-1.11063,1.88314,-2.91799,0.34765625
2022-10-01,0,3.6,-2.912,1.60959,-3.38433,-0.360655738
2023-01-01,0,3.5,-1.29837,,3.91445,-1.135483871
